Title,Price_in_lacs,Auction-rating,img,Model,driven-in_kms,Type,Engine,Transmission_type
Toyota Corolla  2022 Altis Grande X CVT-i 1.8 Beige Interior for Sale,"

                        PKR 70 ",,https://cache1.pakwheels.com/ad_pictures/9470/tn_toyota-corolla-altis-grande-x-cvt-i-1-8-beige-2022-94700566.webp,2022,"11,500 km",Petrol,1800 cc,Automatic
Honda City  1997 EXi for Sale,"

                        PKR 8.5 ",,https://cache1.pakwheels.com/ad_pictures/9510/tn_honda-city-exi-2-1997-95101922.webp,1997,"99,999 km",Petrol,1300 cc,Manual
Toyota Corolla  2017 GLi Automatic 1.3 VVTi for Sale,"

                        PKR 38 ",9.2/10,https://cache4.pakwheels.com/ad_pictures/9511/tn_toyota-corolla-gli-vvti-automatic-2017-95115756.webp,2017,"111,000 km",Petrol,1300 cc,Automatic
Changan Karvaan  2021 Base Model 1.0 for Sale,"

                        PKR 18.9 ",,https://cache2.pakwheels.com/ad_pictures/9512/tn_changan-karvaan-base-model-1-0-2021-95121025.webp,2021,"42,000 km",Petrol,999 cc,Manual
Suzuki Alto  2023 VXL AGS for Sale,"

                        PKR 29.65 ",,https://cache2.pakwheels.com/ad_pictures/9512/tn_suzuki-alto-vxl-2-2023-95124922.webp,2023,650 km,Petrol,660 cc,Automatic
Honda BR-V  2021 i-VTEC S for Sale,"

                        PKR 53.5 ",,https://cache4.pakwheels.com/ad_pictures/9506/tn_honda-br-v-i-vtec-s-2021-95060982.webp,2021,"48,000 km",Petrol,1500 cc,Automatic
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,"

                        PKR 51 ",,https://cache1.pakwheels.com/ad_pictures/9513/tn_honda-civic-oriel-1-8-i-vtec-cvt-2018-95132733.webp,2018,"62,000 km",Petrol,1800 cc,Automatic
Range Rover Vogue  2005 4.4 V8 for Sale,"

                        PKR 59 ",,https://cache2.pakwheels.com/ad_pictures/9512/tn_range-rover-vogue-4-4-v8-5-2005-95129430.webp,2005,"135,400 km",Petrol,4400 cc,Automatic
Toyota Corolla  2021 Altis X Automatic 1.6 for Sale,"

                        PKR 53 ",,https://cache4.pakwheels.com/ad_pictures/9513/tn_toyota-corolla-altis-x-automatic-1-6-2021-95137688.webp,2021,"32,000 km",Petrol,1600 cc,Automatic
Daihatsu Mira  2018 X SA lll for Sale,"

                        PKR 33.25 ",,https://cache4.pakwheels.com/ad_pictures/9225/tn_daihatsu-mira-x-sa-lll-2018-92258898.webp,2018,"82,000 km",Petrol,660 cc,Automatic
Toyota Mark X  2005 300G Premium for Sale,"

                        PKR 53 ",,https://cache2.pakwheels.com/ad_pictures/9352/tn_toyota-mark-x-300g-premium-2005-93524199.webp,2005,"135,000 km",Petrol,3000 cc,Automatic
KIA Picanto  2021 1.0 AT for Sale,"

                        PKR 28.45 ",,https://cache4.pakwheels.com/ad_pictures/9514/tn_kia-picanto-1-0-at-2021-95148551.webp,2021,"30,500 km",Petrol,998 cc,Automatic
Toyota Corolla  2016 XLi VVTi for Sale,"

                        PKR 33.5 ",,https://cache2.pakwheels.com/ad_pictures/9515/tn_toyota-corolla-xli-vvti-2016-95155200.webp,2016,"80,000 km",Petrol,1300 cc,Manual
Toyota Corolla  2019 GLi Automatic 1.3 VVTi for Sale,"

                        PKR 43.75 ",,https://cache3.pakwheels.com/ad_pictures/9516/tn_toyota-corolla-gli-vvti-automatic-2019-95165680.webp,2019,"46,000 km",Petrol,1300 cc,Automatic
Toyota Passo  2010 Plus Hana C for Sale,"

                        PKR 21.9 ",,https://cache1.pakwheels.com/ad_pictures/9515/tn_toyota-passo-plus-hana-2010-95159219.webp,2010,"115,000 km",Petrol,1000 cc,Automatic
Suzuki Bolan  2006  for Sale,"

                        PKR 6 ",,https://cache4.pakwheels.com/ad_pictures/7923/tn_suzuki-bolan-2006-79235066.webp,2006,"10,000 km",Petrol,800 cc,Manual
Toyota Corolla  2017 GLi 1.3 VVTi for Sale,"

                        PKR 33.4 ",,https://cache3.pakwheels.com/ad_pictures/9516/tn_toyota-corolla-gli-vvti-2017-95168122.webp,2017,"66,000 km",Petrol,1300 cc,Manual
Toyota Corolla  2020 GLi 1.3 VVTi for Sale,"

                        PKR 42.5 ",,https://cache4.pakwheels.com/ad_pictures/9517/tn_toyota-corolla-gli-vvti-2020-95173174.webp,2020,"42,000 km",Petrol,1300 cc,Manual
Toyota C-HR  2018 G for Sale,"

                        PKR 88 ",9.5/10,https://cache4.pakwheels.com/ad_pictures/9517/tn_toyota-c-hr-g-61-2018-95176506.webp,2018,"650,000 km",Hybrid,1800 cc,Automatic
Suzuki Wagon R  2021 Hybrid FX for Sale,"

                        PKR 38 ",,https://cache1.pakwheels.com/ad_pictures/9150/tn_suzuki-wagon-r-hybrid-fx-2021-91504263.webp,2021,"14,500 km",Hybrid,660 cc,Automatic
Peugeot 2008  2022 Allure for Sale,"

                        PKR 70.3 ",,https://cache1.pakwheels.com/ad_pictures/8085/tn_peugeot-2008-allure-2022-80857236.webp,2022,"25,000 km",Petrol,1200 cc,Automatic
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,"

                        PKR 55 ",,https://cache1.pakwheels.com/ad_pictures/9393/tn_honda-civic-oriel-1-8-i-vtec-cvt-2018-93937947.webp,2018,"43,801 km",Petrol,1800 cc,Automatic
Honda Civic  2003 EXi for Sale,"

                        PKR 11.4 ",,https://cache3.pakwheels.com/ad_pictures/9518/tn_honda-civic-exi-3-2003-95185894.webp,2003,"89,000 km",Petrol,1500 cc,Manual
Toyota Prius  2011 S LED Edition 1.8 for Sale,"

                        PKR 44.25 ",8.8/10,https://cache4.pakwheels.com/ad_pictures/9519/tn_toyota-prius-s-led-edition-1-8-2011-95193963.webp,2011,"103,000 km",Hybrid,1800 cc,Automatic
Hyundai H-100  2024 High Deck for Sale,"

                        PKR 37 ",,https://cache3.pakwheels.com/ad_pictures/9520/tn_hyundai-h-100-2-6-mt-2024-95204921.webp,2024,1 km,Diesel,2600 cc,Manual
Toyota Corolla  2016 GLi 1.3 VVTi for Sale,"

                        PKR 32.75 ",,https://cache1.pakwheels.com/ad_pictures/9520/tn_toyota-corolla-gli-vvti-2016-95200533.webp,2016,"86,500 km",Petrol,1300 cc,Manual
Honda City 5th Generation 2017 1.3 i-VTEC for Sale,"

                        PKR 31 ",,https://cache3.pakwheels.com/ad_pictures/9519/tn_honda-city-i-vtec-2-2017-95196543.webp,2017,"59,000 km",Petrol,1300 cc,Manual
Suzuki Cultus  2019 VXL for Sale,"

                        PKR 26 ",,https://cache2.pakwheels.com/ad_pictures/9521/tn_suzuki-cultus-vxl-2-2019-95213196.webp,2019,"76,000 km",Petrol,1000 cc,Manual
Suzuki Khyber  1987  for Sale,"

                        PKR 2.95 ",,https://cache3.pakwheels.com/ad_pictures/8984/tn_suzuki-khyber-1987-89849268.webp,1987,"8,189 km",Petrol,1000 cc,Manual
Toyota Corolla  2022 Altis 1.6 X CVT-i Special Edition for Sale,"

                        PKR 60 ",8.8/10,https://cache2.pakwheels.com/ad_pictures/9521/tn_toyota-corolla-altis-1-6-x-cvt-i-special-edition-2022-95219864.webp,2022,"18,000 km",Petrol,1600 cc,Automatic
Honda HR-V  2023 VTi-S for Sale,"

                        PKR 71 ",,https://cache2.pakwheels.com/ad_pictures/9522/tn_honda-hr-v-vti-s-2023-95227165.webp,2023,"20,000 km",Petrol,1500 cc,Automatic
Toyota Prius  2011  for Sale,"

                        PKR 29.9 ",,https://cache3.pakwheels.com/ad_pictures/9349/tn_toyota-prius-2011-93499189.webp,2011,"173,000 km",Petrol,1500 cc,Automatic
Daihatsu Hijet  2013  for Sale,"

                        PKR 13.95 ",,https://cache3.pakwheels.com/ad_pictures/9523/tn_daihatsu-hijet-van-2013-95231328.webp,2013,"207,000 km",Petrol,660 cc,Automatic
Suzuki Alto  2006 VXR for Sale,"

                        PKR 6.2 ",,https://cache4.pakwheels.com/ad_pictures/9494/tn_suzuki-alto-vxr-2-2006-94941795.webp,2006,"145,000 km",Petrol,1000 cc,Manual
Toyota IST  2008 150G for Sale,"

                        PKR 25 ",8/10,https://cache2.pakwheels.com/ad_pictures/9525/tn_toyota-ist-g-35-2008-95252183.webp,2008,"120,000 km",Petrol,1500 cc,Automatic
Daihatsu Mira  2017 X for Sale,"

                        PKR 32 ",,https://cache4.pakwheels.com/ad_pictures/9524/tn_daihatsu-mira-x-8-2017-95240381.webp,2017,"56,000 km",Petrol,660 cc,Automatic
Suzuki Wagon R  2019 VXL for Sale,"

                        PKR 21.5 ",,https://cache4.pakwheels.com/ad_pictures/9524/tn_suzuki-wagon-r-vxl-2019-95245781.webp,2019,"63,000 km",Petrol,1000 cc,Manual
Nissan Sunny  2009 EX Saloon 1.3 for Sale,"

                        PKR 11.95 ",,https://cache2.pakwheels.com/ad_pictures/9523/tn_nissan-sunny-1-3-executive-saloon-m-t-2009-95230788.webp,2009,"12,345 km",Petrol,1300 cc,Manual
Nissan Dayz  2021 Highway star S hybrid X pro pilot for Sale,"

                        PKR 39 ",,https://cache4.pakwheels.com/ad_pictures/9387/tn_nissan-dayz-highway-star-s-hybrid-x-pro-pilot-2021-93875238.webp,2021,"4,500 km",Hybrid,660 cc,Automatic
Daihatsu Mira  2020  for Sale,"

                        PKR 36.5 ",,https://cache2.pakwheels.com/ad_pictures/8856/tn_daihatsu-mira-2020-88563371.webp,2020,"29,397 km",Petrol,660 cc,Automatic
Nissan Dayz  2020 X for Sale,"

                        PKR 33.9 ",,https://cache4.pakwheels.com/ad_pictures/9583/tn_nissan-dayz-x-40-2020-95836251.webp,2020,"10,900 km",Petrol,659 cc,Automatic
Toyota Corolla  2021 Altis X Automatic 1.6 for Sale,"

                        PKR 55.5 ",,https://cache2.pakwheels.com/ad_pictures/9085/tn_toyota-corolla-altis-x-automatic-1-6-2021-90855850.webp,2021,"27,000 km",Petrol,1598 cc,Automatic
Suzuki Swift  2018 DLX 1.3 Navigation  for Sale,"

                        PKR 23.25 ",,https://cache4.pakwheels.com/ad_pictures/9298/tn_suzuki-swift-dlx-1-3-navigation-2018-92984372.webp,2018,"41,636 km",Petrol,1300 cc,Manual
Honda Vezel  2018 Hybrid RS Honda Sensing  for Sale,"

                        PKR 73 ",,https://cache1.pakwheels.com/ad_pictures/9526/tn_honda-vezel-hybrid-rs-honda-sensing-2018-95268725.webp,2018,"152,000 km",Petrol,1500 cc,Automatic
Toyota Vitz  2009 U 1.0 for Sale,"

                        PKR 19.5 ",,https://cache4.pakwheels.com/ad_pictures/9528/tn_toyota-vitz-1-0-u-2009-95286088.webp,2009,"150,000 km",Petrol,1000 cc,Automatic
Suzuki Swift  2023 GLX CVT for Sale,"

                        PKR 47.5 ",,https://cache1.pakwheels.com/ad_pictures/9528/tn_suzuki-swift-glx-cvt-2023-95280517.webp,2023,"4,000 km",Petrol,1200 cc,Automatic
Honda Civic Eagle Eye 2005 VTi 1.6 for Sale,"

                        PKR 15.75 ",,https://cache2.pakwheels.com/ad_pictures/9529/tn_honda-civic-vti-1-6-2005-95290270.webp,2005,"116,000 km",Petrol,1600 cc,Manual
Toyota Land Cruiser  1989  for Sale,"

                        PKR 29 ",,https://cache2.pakwheels.com/ad_pictures/9268/tn_toyota-land-cruiser-1989-92685319.webp,1989,"120,000 km",Diesel,3000 cc,Automatic
Toyota Harrier  2003 Elegance for Sale,"

                        PKR 32.75 ",8.4/10,https://cache2.pakwheels.com/ad_pictures/9519/tn_toyota-harrier-elegance-2003-95194353.webp,2003,"76,000 km",Petrol,2400 cc,Automatic
Honda City 5th Generation 2017 1.3 i-VTEC Prosmatec for Sale,"

                        PKR 27.5 ",,https://cache4.pakwheels.com/ad_pictures/9530/tn_honda-city-i-vtec-prosmatec-2017-95300443.webp,2017,"88,000 km",Petrol,1300 cc,Automatic
Suzuki Cultus  2010 VXRi for Sale,"

                        PKR 10.5 ",,https://cache1.pakwheels.com/ad_pictures/9530/tn_suzuki-cultus-vxri-2-2010-95306502.webp,2010,"135,000 km",Petrol,1000 cc,Manual
Daihatsu Mira  2015 L SA for Sale,"

                        PKR 25.25 ",,https://cache2.pakwheels.com/ad_pictures/9317/tn_daihatsu-mira-l-sa-2-2015-93173541.webp,2015,"95,894 km",Petrol,660 cc,Automatic
Toyota Hilux  2005 Double Cab for Sale,"

                        PKR 52.3 ",,https://cache4.pakwheels.com/ad_pictures/9531/tn_toyota-hilux-double-cab-2005-95311902.webp,2005,"75,860 km",Diesel,3000 cc,Manual
Toyota Land Cruiser 80 Series 1995 VX Limited 4.5 for Sale,"

                        PKR 45 ",,https://cache2.pakwheels.com/ad_pictures/9336/tn_toyota-land-cruiser-vx-limited-4-5-1995-93365410.webp,1995,"200,000 km",Petrol,4500 cc,Automatic
Nissan Safari  1992  for Sale,"

                        PKR 30 ",,https://cache3.pakwheels.com/ad_pictures/9533/tn_nissan-safari-1992-95330985.webp,1992,200 km,Diesel,4200 cc,Automatic
Daihatsu Hijet  2012 Special for Sale,"

                        PKR 18.35 ",,https://cache3.pakwheels.com/ad_pictures/9533/tn_daihatsu-hijet-van-special-4-2012-95336364.webp,2012,126 km,Petrol,660 cc,Automatic
Toyota Prado 90 Series 1998 TZ 3.0D for Sale,"

                        PKR 49 ",,https://cache2.pakwheels.com/ad_pictures/8971/tn_toyota-prado-tz-3-0d-1998-89712678.webp,1998,"158,000 km",Diesel,3000 cc,Automatic
Suzuki Bolan  2018 VX Euro II for Sale,"

                        PKR 14.5 ",,https://cache2.pakwheels.com/ad_pictures/9534/tn_suzuki-bolan-vx-euro-ii-2-2018-95340584.webp,2018,"19,500 km",Petrol,800 cc,Manual
Toyota Aqua  2018 S for Sale,"

                        PKR 52 ",9.7/10,https://cache1.pakwheels.com/ad_pictures/9519/tn_toyota-aqua-s-15-2018-95192141.webp,2018,"80,000 km",Hybrid,1500 cc,Automatic
Toyota Prado 120 Series 2007 TX Limited 2.7 for Sale,"

                        PKR 85 ",,https://cache4.pakwheels.com/ad_pictures/8235/tn_toyota-prado-tx-limited-3-2007-82352788.webp,2007,"110,000 km",Petrol,2700 cc,Automatic
Toyota Aqua  2014 S for Sale,"

                        PKR 36.5 ",,https://cache4.pakwheels.com/ad_pictures/9528/tn_toyota-aqua-s-15-2013-95288837.webp,2014,"80,000 km",Hybrid,1500 cc,Automatic
Hyundai Elantra  2022 GLS for Sale,"

                        PKR 66 ",9.6/10,https://cache2.pakwheels.com/ad_pictures/9137/tn_hyundai-elantra-gls-9-2022-91374387.webp,2022,"9,028 km",Petrol,2000 cc,Automatic
Toyota Yaris Hatchback  2020  for Sale,"

                        PKR 43 ",10/10,https://cache4.pakwheels.com/ad_pictures/9534/tn_toyota-yaris-hatchback-2020-95347870.webp,2020,"60,000 km",Petrol,1000 cc,Automatic
Suzuki Cultus  2010 VXRi for Sale,"

                        PKR 10.25 ",,https://cache3.pakwheels.com/ad_pictures/9530/tn_suzuki-cultus-vxri-2-2010-95306199.webp,2010,"12,345 km",Petrol,1000 cc,Manual
Toyota Hilux  1994 Double Cab for Sale,"

                        PKR 17.5 ",,https://cache4.pakwheels.com/ad_pictures/9532/tn_toyota-hilux-double-cab-1994-95326783.webp,1994,"258,525 km",Petrol,2400 cc,Manual
Honda Vezel  2018  for Sale,"

                        PKR 87 ",9.6/10,https://cache1.pakwheels.com/ad_pictures/9535/tn_honda-vezel-2018-95357879.webp,2018,"28,300 km",Hybrid,1500 cc,Automatic
Toyota Prius  2007 S Touring Selection 1.5 for Sale,"

                        PKR 26 ",,https://cache2.pakwheels.com/ad_pictures/9542/tn_toyota-prius-s-touring-selection-1-5-2007-95421115.webp,2007,"212,000 km",Petrol,1500 cc,Automatic
Toyota Premio  2007 X EX Package 1.8 for Sale,"

                        PKR 42 ",9.7/10,https://cache1.pakwheels.com/ad_pictures/9355/tn_toyota-premio-x-ex-package-1-8-2007-93554282.webp,2007,"136,000 km",Petrol,1800 cc,Automatic
Toyota Vitz  2018 F Safety 1.0 for Sale,"

                        PKR 37.5 ",,https://cache1.pakwheels.com/ad_pictures/9493/tn_toyota-vitz-f-safety-1-0-2018-94937591.webp,2018,"98,580 km",Petrol,1000 cc,Automatic
Suzuki Alto  2009 VXR for Sale,"

                        PKR 9.1 ",,https://cache4.pakwheels.com/ad_pictures/9239/tn_suzuki-alto-vxr-2-2009-92398204.webp,2009,"180,000 km",Petrol,1000 cc,Manual
Suzuki Cultus  2018 Auto Gear Shift for Sale,"

                        PKR 33 ",,https://cache3.pakwheels.com/ad_pictures/9538/tn_suzuki-cultus-auto-gear-shift-vxl-2018-95385546.webp,2018,"13,500 km",Petrol,1000 cc,Automatic
Toyota Corolla  2018 Altis Automatic 1.6 for Sale,"

                        PKR 45 ",8.4/10,https://cache3.pakwheels.com/ad_pictures/9409/tn_toyota-corolla-altis-1-6-automatic-2018-94097562.webp,2018,"24,000 km",Petrol,1600 cc,Automatic
Suzuki Khyber  1997  for Sale,"

                        PKR 3.65 ",8.8/10,https://cache4.pakwheels.com/ad_pictures/9547/tn_suzuki-khyber-1997-95470190.webp,1997,"66,000 km",Petrol,1000 cc,Manual
KIA Sportage  2022 AWD for Sale,"

                        PKR 72 ",,https://cache4.pakwheels.com/ad_pictures/9501/tn_kia-sportage-awd-2022-95013210.webp,2022,"22,000 km",Petrol,2000 cc,Automatic
Suzuki Mehran  2018 VXR Euro II for Sale,"

                        PKR 13.45 ",,https://cache2.pakwheels.com/ad_pictures/9539/tn_suzuki-mehran-vxr-euro-ii-2018-95393474.webp,2018,"72,000 km",Petrol,800 cc,Manual
Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,"

                        PKR 50.75 ",,https://cache2.pakwheels.com/ad_pictures/9540/tn_honda-civic-oriel-1-8-i-vtec-cvt-2018-95402120.webp,2018,"85,000 km",Petrol,1800 cc,Automatic
Toyota Corolla  2017 GLi Automatic 1.3 VVTi for Sale,"

                        PKR 37 ",7.9/10,https://cache1.pakwheels.com/ad_pictures/9539/tn_toyota-corolla-gli-vvti-automatic-2017-95396349.webp,2017,"91,000 km",Petrol,1300 cc,Automatic
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,"

                        PKR 54 ",,https://cache1.pakwheels.com/ad_pictures/9538/tn_honda-civic-oriel-1-8-i-vtec-cvt-2019-95382625.webp,2019,"42,000 km",Petrol,1800 cc,Automatic
Daihatsu Mira  2018 X SA lll for Sale,"

                        PKR 31 ",,https://cache2.pakwheels.com/ad_pictures/9540/tn_daihatsu-mira-x-sa-lll-2018-95406401.webp,2018,"106,000 km",Petrol,660 cc,Automatic
Toyota Prado  2020 TX L Package 2.7 for Sale,"

                        PKR 3.35 ",,https://cache2.pakwheels.com/ad_pictures/9539/tn_toyota-prado-tx-l-package-2-7-2020-95398153.webp,2020,"7,000 km",Petrol,2700 cc,Automatic
Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,"

                        PKR 56 ",,https://cache2.pakwheels.com/ad_pictures/9541/tn_honda-civic-oriel-1-8-i-vtec-cvt-2019-95414623.webp,2019,"41,000 km",Petrol,1800 cc,Automatic
KIA Picanto  2020 1.0 AT for Sale,"

                        PKR 25.5 ",,https://cache1.pakwheels.com/ad_pictures/9542/tn_kia-picanto-1-0-at-2020-95424547.webp,2020,"50,000 km",Petrol,1000 cc,Automatic
Suzuki Bolan  2008  for Sale,"

                        PKR 7.25 ",,https://cache3.pakwheels.com/ad_pictures/9541/tn_suzuki-bolan-2008-95419056.webp,2008,"70,000 km",Petrol,800 cc,Manual
Honda City  2001 EXi S Automatic for Sale,"

                        PKR 8 ",,https://cache1.pakwheels.com/ad_pictures/8826/tn_honda-city-exis-automatic-2001-88268174.webp,2001,"125,000 km",Petrol,1500 cc,Automatic
Daihatsu Cuore  2008 CX Ecomatic for Sale,"

                        PKR 10.2 ",,https://cache1.pakwheels.com/ad_pictures/9543/tn_daihatsu-cuore-cx-ecomatic-2008-95433208.webp,2008,"198,000 km",Petrol,800 cc,Automatic
Toyota C-HR  2018 G-LED for Sale,"

                        Call
                  ",9.4/10,https://cache1.pakwheels.com/ad_pictures/9544/tn_toyota-c-hr-g-led-2018-95441520.webp,2018,"59,000 km",Hybrid,1800 cc,Automatic
DFSK Glory 580  2021 Pro for Sale,"

                        PKR 55.5 ",,https://cache3.pakwheels.com/ad_pictures/9544/tn_dfsk-glory-580-pro-2021-95445684.webp,2021,"9,500 km",Petrol,1500 cc,Automatic
Honda City 5th Generation 2017 1.5 i-VTEC for Sale,"

                        PKR 32.65 ",,https://cache4.pakwheels.com/ad_pictures/9543/tn_honda-city-1-5-i-vtec-2017-95437358.webp,2017,"58,000 km",Petrol,1500 cc,Manual
Toyota Corolla Fielder  2006 X for Sale,"

                        PKR 30 ",9.5/10,https://cache4.pakwheels.com/ad_pictures/9544/tn_toyota-corolla-fielder-x-1-5-4-2006-95449724.webp,2006,"100,000 km",Petrol,1500 cc,Automatic
Honda Civic  2016 Oriel 1.8 i-VTEC CVT for Sale,"

                        PKR 43.5 ",,https://cache4.pakwheels.com/ad_pictures/9518/tn_honda-civic-oriel-1-8-i-vtec-cvt-2016-95189284.webp,2016,"62,000 km",Petrol,1800 cc,Automatic
Honda Civic Reborn 2009 VTi Oriel 1.8 i-VTEC for Sale,"

                        PKR 19.5 ",,https://cache4.pakwheels.com/ad_pictures/9543/tn_honda-civic-vti-1-8-i-vtec-oriel-2009-95435776.webp,2009,"80,000 km",Petrol,1800 cc,Manual
Daihatsu Hijet  2018 Cruise for Sale,"

                        PKR 23.5 ",,https://cache4.pakwheels.com/ad_pictures/9585/tn_daihatsu-hijet-van-cruise-2018-95853097.webp,2018,"116,000 km",Petrol,660 cc,Automatic
Suzuki Ravi  2024 Euro II for Sale,"

                        PKR 19.45 ",,https://cache4.pakwheels.com/ad_pictures/9546/tn_suzuki-ravi-efi-euro-ll-2024-95463527.webp,2024,1 km,Petrol,800 cc,Manual
Toyota Corolla  2022 Altis Grande X CVT-i 1.8 Black Interior for Sale,"

                        PKR 73 ",,https://cache1.pakwheels.com/ad_pictures/9547/tn_toyota-corolla-altis-grande-x-cvt-i-1-8-black-interior-2022-95473422.webp,2022,"14,000 km",Petrol,1800 cc,Automatic
Suzuki Alto  2021 VXL AGS for Sale,"

                        PKR 25 ",,https://cache2.pakwheels.com/ad_pictures/9540/tn_suzuki-alto-vxl-2-2021-95406539.webp,2021,"48,000 km",Petrol,660 cc,Automatic
Honda Civic  2005 EXi Prosmatec for Sale,"

                        PKR 13.9 ",9.9/10,https://cache3.pakwheels.com/ad_pictures/9546/tn_honda-civic-exi-prosmatic-2005-95469818.webp,2005,"180,000 km",Petrol,1500 cc,Automatic
Nissan Dayz  2017  for Sale,"

                        PKR 25.75 ",,https://cache1.pakwheels.com/ad_pictures/9547/tn_nissan-dayz-2017-95477661.webp,2017,"60,000 km",Petrol,660 cc,Automatic
Toyota Hilux  2021 Revo V Automatic 2.8 for Sale,"

                        PKR 1.22 ",,https://cache1.pakwheels.com/ad_pictures/9543/tn_toyota-hilux-revo-v-automatic-2-8-2021-95431411.webp,2021,"38,000 km",Diesel,2800 cc,Automatic
Suzuki Mehran  1990 VX for Sale,"

                        PKR 2.8 ",,https://cache4.pakwheels.com/ad_pictures/9548/tn_suzuki-mehran-vx-2-1990-95480465.webp,1990,"100,000 km",Petrol,800 cc,Manual
Honda Life  2013 Diva for Sale,"

                        PKR 15.8 ",,https://cache2.pakwheels.com/ad_pictures/9548/tn_honda-life-diva-2-2013-95484843.webp,2013,"195,000 km",Petrol,660 cc,Automatic
Toyota Corolla  1986  for Sale,"

                        PKR 4.25 ",,https://cache3.pakwheels.com/ad_pictures/9546/tn_toyota-corolla-1986-95468161.webp,1986,"11,111 km",Petrol,1200 cc,Manual
Toyota Platz  2006 F 1.0 for Sale,"

                        PKR 19 ",,https://cache4.pakwheels.com/ad_pictures/9548/tn_toyota-platz-f-1-0-2006-95483236.webp,2006,"107,000 km",Petrol,1000 cc,Automatic
Toyota Allion  2007 A15 G Package for Sale,"

                        PKR 23.5 ",7.4/10,https://cache1.pakwheels.com/ad_pictures/9550/tn_toyota-allion-a15-g-package-2007-95505062.webp,2007,"135,000 km",Petrol,1500 cc,Automatic
Toyota Land Cruiser  2022 ZX for Sale,"

                        PKR 8.1 ",,https://cache3.pakwheels.com/ad_pictures/9412/tn_toyota-land-cruiser-zx-2-2022-94123383.webp,2022,"2,600 km",Petrol,4600 cc,Automatic
Honda Civic  2005 EXi for Sale,"

                        PKR 12.9 ",,https://cache4.pakwheels.com/ad_pictures/9548/tn_honda-civic-exi-3-2005-95486770.webp,2005,"250,000 km",Petrol,1500 cc,Manual
Toyota Prado  1991  for Sale,"

                        PKR 25.5 ",,https://cache1.pakwheels.com/ad_pictures/9540/tn_toyota-prado-1991-95400449.webp,1991,"1,234 km",Petrol,3400 cc,Automatic
Ford F 150  2018 Raptor 5.0L for Sale,"

                        PKR 2.08 ",9.5/10,https://cache2.pakwheels.com/ad_pictures/7951/tn_ford-f-150-xl-raptor-2018-79518066.webp,2018,"69,000 km",Petrol,5000 cc,Automatic
KIA Sportage  2020 AWD for Sale,"

                        PKR 69.5 ",,https://cache4.pakwheels.com/ad_pictures/9552/tn_kia-sportage-awd-2020-95523003.webp,2020,"58,000 km",Petrol,2000 cc,Automatic
Nissan Clipper  2014  for Sale,"

                        PKR 19 ",,https://cache1.pakwheels.com/ad_pictures/9417/tn_nissan-clipper-2014-94178451.webp,2014,"116,000 km",Petrol,660 cc,Automatic
Toyota Land Cruiser  2023 ZX Gasoline 3.5L for Sale,"

                        PKR 8.6 ",,https://cache2.pakwheels.com/ad_pictures/9400/tn_toyota-land-cruiser-zx-gasoline-3-5l-2023-94009815.webp,2023,200 km,Petrol,3500 cc,Automatic
Honda City  2000 EXi for Sale,"

                        PKR 7.25 ",,https://cache4.pakwheels.com/ad_pictures/9037/tn_honda-city-exi-2-2000-90376675.webp,2000,"100,000 km",Petrol,1300 cc,Manual
Suzuki Cultus  2011 VXRi for Sale,"

                        PKR 11 ",9.4/10,https://cache4.pakwheels.com/ad_pictures/9550/tn_suzuki-cultus-vxri-2-2011-95501085.webp,2011,1 km,Petrol,1000 cc,Manual
Nissan Dayz  2014 Highway star X for Sale,"

                        PKR 23.5 ",,https://cache1.pakwheels.com/ad_pictures/9473/tn_nissan-dayz-highway-star-x-2014-94739722.webp,2014,"999,999 km",Petrol,659 cc,Automatic
Suzuki Spacia  2020  for Sale,"

                        PKR 37.75 ",,https://cache1.pakwheels.com/ad_pictures/9365/tn_suzuki-every-2020-93656210.webp,2020,"29,000 km",Hybrid,660 cc,Automatic
Toyota Passo  2015 X G Package for Sale,"

                        PKR 27.5 ",,https://cache1.pakwheels.com/ad_pictures/9551/tn_toyota-passo-x-g-package-2015-95518266.webp,2015,"71,000 km",Petrol,1000 cc,Automatic
Honda Civic  2022 1.5 VTEC Turbo Oriel for Sale,"

                        PKR 84 ",,https://cache3.pakwheels.com/ad_pictures/9554/tn_honda-civic-1-5-vtec-turbo-oriel-2022-95541969.webp,2022,"22,000 km",Petrol,1500 cc,Automatic
Suzuki Cultus  2022 VXR for Sale,"

                        PKR 32 ",,https://cache3.pakwheels.com/ad_pictures/9554/tn_suzuki-cultus-vxr-2022-95548343.webp,2022,"12,000 km",Petrol,1000 cc,Manual
Prince Pearl  2024 AT for Sale,"

                        PKR 17 ",,https://cache3.pakwheels.com/ad_pictures/9555/tn_prince-pearl-at-2024-95551744.webp,2024,1 km,Petrol,800 cc,Automatic
Toyota Passo  2011 Plus Hana C for Sale,"

                        PKR 23.6 ",8.6/10,https://cache4.pakwheels.com/ad_pictures/9556/tn_toyota-passo-plus-hana-2011-95563944.webp,2011,"83,000 km",Petrol,1000 cc,Automatic
